track_title,track_n,lyric,line,section,album_name
Dear Reader,20,Never take advice from someone who's falling apart,20,4,Midnights
Dear Reader,20,So I wander through these nights,21,5,Midnights
Dear Reader,20,I prefer hiding in plain sight,22,5,Midnights
Dear Reader,20,My fourth drink in my hand,23,5,Midnights
Dear Reader,20,These desperate prayers of a cursed man,24,5,Midnights
Dear Reader,20,Spilling out to you for free,25,5,Midnights
Dear Reader,20,"But darling, darling, please",26,5,Midnights
Dear Reader,20,You wouldn't take my word for it,27,5,Midnights
Dear Reader,20,If you knew who was talking,28,5,Midnights
Dear Reader,20,If you knew where I was walking,29,5,Midnights
Dear Reader,20,"To a house, not a home, all alone 'cause nobody's there",30,5,Midnights
Dear Reader,20,Where I pace in my pen and my friends found friends who care,31,5,Midnights
Dear Reader,20,No one sees when you lose when you're playing solitaire,32,5,Midnights
Dear Reader,20,You should find another guiding light,33,6,Midnights
Dear Reader,20,"Guiding light, but I shine so bright",34,6,Midnights
Dear Reader,20,You should find another guiding light,35,6,Midnights
Dear Reader,20,"Guiding light, but I shine so bright",36,6,Midnights
Dear Reader,20,"You should find another, you should find another (guiding light)",37,6,Midnights
Dear Reader,20,(Find another) you should find another,38,6,Midnights
Dear Reader,20,(You should find another),39,6,Midnights
Hits Different,21,I washed my hands of us at the club,1,1,Midnights
Hits Different,21,You made a mess of me,2,1,Midnights
Hits Different,21,I pictured you with other girls in love,3,1,Midnights
Hits Different,21,Then threw up on the street,4,1,Midnights
Hits Different,21,Like waiting for a bus that never shows,5,1,Midnights
Hits Different,21,You just start walkin' on,6,1,Midnights
Hits Different,21,"They say that if it's right, you know",7,1,Midnights
Hits Different,21,Each bar plays our song,8,1,Midnights
Hits Different,21,Nothing has ever felt so wrong,9,1,Midnights
Hits Different,21,"Oh my, love is a lie",10,2,Midnights
Hits Different,21,Shit my friends say to get me by,11,2,Midnights
Hits Different,21,It hits different,12,2,Midnights
Hits Different,21,It hits different this time,13,2,Midnights
Hits Different,21,Catastrophic blues,14,2,Midnights
Hits Different,21,Movin' on was always easy for me to do,15,2,Midnights
Hits Different,21,It hits different,16,2,Midnights
Hits Different,21,It hits different 'cause it's you,17,2,Midnights
Hits Different,21,('Cause it's you),18,2,Midnights
Hits Different,21,"I used to switch out these Kens, I'd just ghost",19,3,Midnights
Hits Different,21,Rip the Band-Aid off and skip town like an asshole outlaw,20,3,Midnights
Hits Different,21,Freedom felt like summer then on the coast,21,3,Midnights
Hits Different,21,Now the sun burns my heart and the sand hurts my feelings,22,3,Midnights
Hits Different,21,"And I never don't cry (no, I never don't cry) at the bar",23,3,Midnights
Hits Different,21,"Yeah, my sadness is contagious (my sadness is contagious)",24,3,Midnights
Hits Different,21,I slur your name 'til someone puts me in a car,25,3,Midnights
Hits Different,21,I stopped receiving invitations,26,3,Midnights
Hits Different,21,"Oh my, love is a lie",27,4,Midnights
Hits Different,21,Shit my friends say to get me by,28,4,Midnights
Hits Different,21,It hits different,29,4,Midnights
Hits Different,21,It hits different this time,30,4,Midnights
Hits Different,21,Catastrophic blues,31,4,Midnights
Hits Different,21,Movin' on was always easy for me to do,32,4,Midnights
Hits Different,21,It hits different,33,4,Midnights
Hits Different,21,It hits different 'cause it's you,34,4,Midnights
Hits Different,21,('Cause it's you),35,4,Midnights
Hits Different,21,"I find the artifacts, cried over a hat",36,5,Midnights
Hits Different,21,Cursed the space that I needed,37,5,Midnights
Hits Different,21,"I trace the evidence, make it make some sense",38,5,Midnights
Hits Different,21,Why the wound is still bleedin',39,5,Midnights
Hits Different,21,You were the one that I loved,40,5,Midnights
Hits Different,21,"Don't need another metaphor, it's simple enough",41,5,Midnights
Hits Different,21,A wrinkle in time like the crease by your eyes,42,5,Midnights
Hits Different,21,This is why they shouldn't kill off the main guy,43,5,Midnights
Hits Different,21,Dreams of your hair and your stare and sense of belief,44,5,Midnights
Hits Different,21,"In the good in the world, you once believed in me",45,5,Midnights
Hits Different,21,And I felt you and I held you for a while,46,5,Midnights
Hits Different,21,Bet I could still melt your world,47,5,Midnights
Hits Different,21,"Argumentative, antithetical dream girl",48,5,Midnights
Hits Different,21,I heard your key turn in the door down the hallway,49,6,Midnights
Hits Different,21,Is that your key in the door?,50,6,Midnights
Hits Different,21,Is it okay? Is it you?,51,6,Midnights
Hits Different,21,Or have they come to take me away?,52,6,Midnights
Hits Different,21,To take me away,53,6,Midnights
Hits Different,21,"Oh my, love is a lie",54,7,Midnights
Hits Different,21,Shit my friends say to get me by,55,7,Midnights
Hits Different,21,It hits different (it hits different),56,7,Midnights
Hits Different,21,It hits different this time,57,7,Midnights
Hits Different,21,Catastrophic blues,58,7,Midnights
Hits Different,21,Movin' on was always easy for me to do,59,7,Midnights
Hits Different,21,It hits different (it hits different),60,7,Midnights
Hits Different,21,It hits different 'cause it's you,61,7,Midnights
Hits Different,21,"Oh, my, love is a lie",62,8,Midnights
Hits Different,21,Shit my friends say to get me by,63,8,Midnights
Hits Different,21,'Cause it's you,64,8,Midnights
Hits Different,21,Catastrophic blues,65,8,Midnights
Hits Different,21,Movin' on was always easy for me to do,66,8,Midnights
Hits Different,21,It hits different (yeah),67,8,Midnights
Hits Different,21,Hits different 'cause it's you,68,8,Midnights
Snow On The Beach (More Lana Del Rey),22,[Taylor Swift],1,1,Midnights
Snow On The Beach (More Lana Del Rey),22,"One night, a few moons ago",2,1,Midnights
Snow On The Beach (More Lana Del Rey),22,I saw flecks of what could've been lights,3,1,Midnights
Snow On The Beach (More Lana Del Rey),22,But it might just have been you,4,1,Midnights
Snow On The Beach (More Lana Del Rey),22,Passing by unbeknownst to me,5,1,Midnights
Snow On The Beach (More Lana Del Rey),22,Life is emotionally abusive,6,1,Midnights
Snow On The Beach (More Lana Del Rey),22,And time can't stop me quite like you did,7,1,Midnights
Snow On The Beach (More Lana Del Rey),22,"And my flight was awful, thanks for asking",8,1,Midnights
Snow On The Beach (More Lana Del Rey),22,"I'm unglued, thanks to you",9,1,Midnights
Snow On The Beach (More Lana Del Rey),22,[Taylor Swift & Lana Del Rey],10,2,Midnights
Snow On The Beach (More Lana Del Rey),22,And it's like snow at the beach,11,2,Midnights
Snow On The Beach (More Lana Del Rey),22,"Weird, but f*ckin' beautiful",12,2,Midnights
Snow On The Beach (More Lana Del Rey),22,Flying in a dream,13,2,Midnights
Snow On The Beach (More Lana Del Rey),22,Stars by the pocketful,14,2,Midnights
Snow On The Beach (More Lana Del Rey),22,You wanting me,15,2,Midnights
Snow On The Beach (More Lana Del Rey),22,Tonight feels impossible,16,2,Midnights
Snow On The Beach (More Lana Del Rey),22,But it's comin' down,17,2,Midnights
Snow On The Beach (More Lana Del Rey),22,"No sound, it's all around",18,2,Midnights
Snow On The Beach (More Lana Del Rey),22,Like snow on the beach,19,3,Midnights
Snow On The Beach (More Lana Del Rey),22,Like snow on the beach,20,3,Midnights
Snow On The Beach (More Lana Del Rey),22,Like snow on the beach,21,3,Midnights
Snow On The Beach (More Lana Del Rey),22,"Like snow, ah, ah",22,3,Midnights
Snow On The Beach (More Lana Del Rey),22,[Lana Del Rey & Taylor Swift],23,4,Midnights
Snow On The Beach (More Lana Del Rey),22,This scene feels like what I once saw on a screen,24,4,Midnights
Snow On The Beach (More Lana Del Rey),22,"I searched ""aurora borealis green""",25,4,Midnights
Snow On The Beach (More Lana Del Rey),22,I've never seen someone lit from within,26,4,Midnights
Snow On The Beach (More Lana Del Rey),22,Blurring out my periphery,27,4,Midnights
Snow On The Beach (More Lana Del Rey),22,My smile is like I won a contest,28,4,Midnights
Snow On The Beach (More Lana Del Rey),22,And to hide that would be so dishonest,29,4,Midnights
Snow On The Beach (More Lana Del Rey),22,And it's fine to fake it 'til you make it,30,4,Midnights
Snow On The Beach (More Lana Del Rey),22,"'Til you do, 'til it's true",31,4,Midnights
Snow On The Beach (More Lana Del Rey),22,[Taylor Swift & Lana Del Rey],32,5,Midnights
Snow On The Beach (More Lana Del Rey),22,"Now, it's like snow at the beach",33,5,Midnights
Snow On The Beach (More Lana Del Rey),22,"Weird, but f*ckin' beautiful",34,5,Midnights
Snow On The Beach (More Lana Del Rey),22,Flying in a dream,35,5,Midnights
Snow On The Beach (More Lana Del Rey),22,Stars by the pocketful,36,5,Midnights
Snow On The Beach (More Lana Del Rey),22,You wanting me,37,5,Midnights
Snow On The Beach (More Lana Del Rey),22,Tonight feels impossible,38,5,Midnights
Snow On The Beach (More Lana Del Rey),22,But it's comin' down,39,5,Midnights
Snow On The Beach (More Lana Del Rey),22,"No sound, it's all around",40,5,Midnights
Snow On The Beach (More Lana Del Rey),22,Like snow on the beach (Mmm),41,6,Midnights
Snow On The Beach (More Lana Del Rey),22,Like snow on the beach,42,6,Midnights
Snow On The Beach (More Lana Del Rey),22,Like snow on the beach (Mmm),43,6,Midnights
Snow On The Beach (More Lana Del Rey),22,"Like snow, ah, ah",44,6,Midnights
Snow On The Beach (More Lana Del Rey),22,"I (I) can't (Can't) speak, afraid to jinx it",45,7,Midnights
Snow On The Beach (More Lana Del Rey),22,I (I) don't (Don't) even dare to wish it,46,7,Midnights
Snow On The Beach (More Lana Del Rey),22,But your eyes are flying saucers from another planet,47,7,Midnights
Snow On The Beach (More Lana Del Rey),22,"Now, I'm all for you like Janet",48,7,Midnights
Snow On The Beach (More Lana Del Rey),22,Can this be a real thing? Can it?,49,7,Midnights
Snow On The Beach (More Lana Del Rey),22,Are we falling like snow at the beach? (Snow at the beach),50,8,Midnights
Snow On The Beach (More Lana Del Rey),22,"Weird, but f*ckin' beautiful",51,8,Midnights
Snow On The Beach (More Lana Del Rey),22,Flying in a dream (Flying in a dream),52,8,Midnights
Snow On The Beach (More Lana Del Rey),22,Stars by the pocketful,53,8,Midnights
Snow On The Beach (More Lana Del Rey),22,You wanting me (You wanting me),54,8,Midnights
Snow On The Beach (More Lana Del Rey),22,Tonight feels impossible,55,8,Midnights
Snow On The Beach (More Lana Del Rey),22,But it's comin' down,56,8,Midnights
Snow On The Beach (More Lana Del Rey),22,"No sound, it's all around",57,8,Midnights
Snow On The Beach (More Lana Del Rey),22,Like snow on the beach (Snow on the beach; Mmm),58,9,Midnights
Snow On The Beach (More Lana Del Rey),22,Like snow on the beach (Flying in a dream),59,9,Midnights
Snow On The Beach (More Lana Del Rey),22,Like snow on the beach (You wanting me; Mmm),60,9,Midnights
Snow On The Beach (More Lana Del Rey),22,"Like snow, ah",61,9,Midnights
Snow On The Beach (More Lana Del Rey),22,But it's comin' down,62,9,Midnights
Snow On The Beach (More Lana Del Rey),22,"No sound, it's all around",63,9,Midnights
Snow On The Beach (More Lana Del Rey),22,[Lana Del Rey],64,10,Midnights
Snow On The Beach (More Lana Del Rey),22,Like snow on the beach,65,10,Midnights
Snow On The Beach (More Lana Del Rey),22,"Like snow, like snow, uh-huh, yeah",66,10,Midnights
Karma (Remix),23,[Ice Spice],1,1,Midnights
Karma (Remix),23,"Karma is that girl, like (Grrah)",2,1,Midnights
Karma (Remix),23,[Taylor Swift],3,2,Midnights
Karma (Remix),23,You're talking shit for the hell of it,4,2,Midnights
Karma (Remix),23,"Addicted to betrayal, but you're relevant",5,2,Midnights
Karma (Remix),23,You're terrified to look down,6,2,Midnights
Karma (Remix),23,"'Cause if you dare, you'll see the glare",7,2,Midnights
Karma (Remix),23,Of everyone you burned just to get there,8,2,Midnights
Karma (Remix),23,It's comin' back around,9,2,Midnights
Karma (Remix),23,And I keep my side of the street clean,10,3,Midnights
Karma (Remix),23,You wouldn't know what I mean,11,3,Midnights
Karma (Remix),23,'Cause karma is my boyfriend,12,4,Midnights
Karma (Remix),23,Karma is a god,13,4,Midnights
Karma (Remix),23,Karma is the breeze in my hair on the weekend,14,4,Midnights
Karma (Remix),23,Karma's a relaxing thought,15,4,Midnights
Karma (Remix),23,Aren't you envious that for you it's not?,16,4,Midnights
Karma (Remix),23,"Sweet like honey, karma is a cat",17,4,Midnights
Karma (Remix),23,Purring in my lap 'cause it loves me,18,4,Midnights
Karma (Remix),23,Flexing likе a goddamn acrobat,19,4,Midnights
Karma (Remix),23,Me and karma vibe like that,20,4,Midnights
Karma (Remix),23,[Ice Spice & Taylor Swift],21,5,Midnights
Karma (Remix),23,Karma is your chеck's 'boutta bounce (Damn),22,5,Midnights
Karma (Remix),23,Karma is a fire in your house (Grrah),23,5,Midnights
Karma (Remix),23,And she 'boutta pop up unannounced (Like),24,5,Midnights
Karma (Remix),23,And she never leavin' you alone (Damn),25,5,Midnights
Karma (Remix),23,Watch her put ya opps on a throne (Damn),26,5,Midnights
Karma (Remix),23,"Got you wavin' pretty white flags, feenin' for that cash",27,5,Midnights
Karma (Remix),23,"Thinkin' it'll save ya, now you switchin' up your behavior",28,5,Midnights
Karma (Remix),23,"It's okay, baby, you ain't gotta worry, karma never gets lazy",29,5,Midnights
Karma (Remix),23,"So, I keep my head up, my bread up, I won't let up (Never)",30,5,Midnights
Karma (Remix),23,"Promise that you'll never endeavor with none lesser (Ever, ever)",31,5,Midnights
Karma (Remix),23,"I be draggin' that wagon, karma is a beauty winning that pageant, grrah",32,5,Midnights
Karma (Remix),23,[Taylor Swift & Ice Spice],33,6,Midnights
Karma (Remix),23,'Cause karma is my boyfriend (Damn),34,6,Midnights
Karma (Remix),23,Karma is a god,35,6,Midnights
Karma (Remix),23,Karma is the breeze in my hair on the weekend,36,6,Midnights
Karma (Remix),23,Karma's a relaxing thought,37,6,Midnights
Karma (Remix),23,Aren't you envious that for you it's not?,38,6,Midnights
Karma (Remix),23,"Sweet like honey, karma is a cat",39,6,Midnights
Karma (Remix),23,Purring in my lap 'cause it loves me,40,6,Midnights
Karma (Remix),23,Flexing like a goddamn acrobat,41,6,Midnights
Karma (Remix),23,Me and karma vibe like that (Grrah),42,6,Midnights
Karma (Remix),23,[Taylor Swift],43,7,Midnights
Karma (Remix),23,Ask me what I learned from all those years,44,7,Midnights
Karma (Remix),23,Ask me what I earned from all those tears,45,7,Midnights
Karma (Remix),23,"Ask me why so many fade, but I'm still here",46,7,Midnights
Karma (Remix),23,"(I'm still here, I'm still here)",47,7,Midnights
Karma (Remix),23,[Taylor Swift & Ice Spice],48,8,Midnights
Karma (Remix),23,'Cause karma is the thunder,49,8,Midnights
Karma (Remix),23,Rattlin' your ground,50,8,Midnights
Karma (Remix),23,Karma's on your scent like a bounty hunter,51,8,Midnights
Karma (Remix),23,And karma's gonna track you down,52,8,Midnights
Karma (Remix),23,"Step by step, from town to town",53,8,Midnights
Karma (Remix),23,"Sweet like justice, karma is a queen",54,8,Midnights
Karma (Remix),23,Karma takes all my friends to the summit (Facts),55,8,Midnights
Karma (Remix),23,Karma is the guy on the screen,56,8,Midnights
Karma (Remix),23,Coming straight home to me,57,8,Midnights
Karma (Remix),23,'Cause karma is my boyfriend (Karma is my boyfriend),58,9,Midnights
Karma (Remix),23,Karma is a god (Damn),59,9,Midnights
Karma (Remix),23,Karma is the breeze in my hair on the weekend (Weekend),60,9,Midnights
Karma (Remix),23,Karma's a relaxing thought,61,9,Midnights
Karma (Remix),23,Aren't you envious that for you it's not?,62,9,Midnights
Karma (Remix),23,"Sweet like honey, karma is a cat",63,9,Midnights
Karma (Remix),23,Purring in my lap 'cause it loves me,64,9,Midnights
Karma (Remix),23,Flexing like a goddamn acrobat,65,9,Midnights
Karma (Remix),23,Me and karma vibe like that,66,9,Midnights
Karma (Remix),23,"[Taylor Swift, Ice Spice]",67,10,Midnights
Karma (Remix),23,Karma is my boyfriend,68,10,Midnights
Karma (Remix),23,Karma is a god (Ah),69,10,Midnights
Karma (Remix),23,Karma is my bestie (Mmm),70,10,Midnights
Karma (Remix),23,Karma's a relaxing thought,71,10,Midnights
Karma (Remix),23,Karma's gonna hold you down,72,10,Midnights
Fearless (Taylor's Version),1,There's somethin' bout the way,1,1,Fearless
Fearless (Taylor's Version),1,The street looks when it's just rained,2,1,Fearless
Fearless (Taylor's Version),1,There's a glow off the pavement,3,1,Fearless
Fearless (Taylor's Version),1,Walk me to the car,4,1,Fearless
Fearless (Taylor's Version),1,And you know I wanna ask you to dance right there,5,1,Fearless
Fearless (Taylor's Version),1,In the middle of the parking lot,6,1,Fearless
Fearless (Taylor's Version),1,Yeah,7,1,Fearless
Fearless (Taylor's Version),1,We're drivin' down the road,8,2,Fearless
Fearless (Taylor's Version),1,I wonder if you know,9,2,Fearless
Fearless (Taylor's Version),1,I'm tryin' so hard not to get caught up now,10,2,Fearless
Fearless (Taylor's Version),1,But you're just so cool,11,2,Fearless
Fearless (Taylor's Version),1,Run your hands through your hair,12,2,Fearless
Fearless (Taylor's Version),1,Absent mindedly makin' me want you,13,2,Fearless
Fearless (Taylor's Version),1,And I don't know how it gets better than this,14,3,Fearless
Fearless (Taylor's Version),1,You take my hand and drag me head first,15,3,Fearless
Fearless (Taylor's Version),1,Fearless,16,3,Fearless
Fearless (Taylor's Version),1,And I don't know why but with you I'd dance,17,3,Fearless
Fearless (Taylor's Version),1,In a storm in my best dress,18,3,Fearless
Fearless (Taylor's Version),1,Fearless,19,3,Fearless
Fearless (Taylor's Version),1,So baby drive slow,20,4,Fearless
Fearless (Taylor's Version),1,Til we run out of road in this one horse town,21,4,Fearless
Fearless (Taylor's Version),1,I wanna stay right here in this passenger's seat,22,4,Fearless
Fearless (Taylor's Version),1,You put your eyes on me,23,4,Fearless
Fearless (Taylor's Version),1,In this moment now capture it remember it,24,4,Fearless
Fearless (Taylor's Version),1,And I don't know how it gets better than this,25,5,Fearless
Fearless (Taylor's Version),1,You take my hand and drag me head first,26,5,Fearless
Fearless (Taylor's Version),1,Fearless,27,5,Fearless
Fearless (Taylor's Version),1,And I don't know why but with you I'd dance,28,5,Fearless
Fearless (Taylor's Version),1,In a storm in my best dress,29,5,Fearless
Fearless (Taylor's Version),1,Fearless,30,5,Fearless
Fearless (Taylor's Version),1,Well you stood there with me in the doorway,31,6,Fearless
Fearless (Taylor's Version),1,my hands shake,32,6,Fearless
Fearless (Taylor's Version),1,I'm not usually this way but,33,6,Fearless
Fearless (Taylor's Version),1,You pull me in and I'm a little more brave,34,6,Fearless
Fearless (Taylor's Version),1,"It's the first kiss, it's flawless, really something, it's fearless.",35,6,Fearless
Fearless (Taylor's Version),1,And I don't know how it gets better than this,36,7,Fearless
Fearless (Taylor's Version),1,You take my hand and drag me head first,37,7,Fearless
Fearless (Taylor's Version),1,Fearless,38,7,Fearless
Fearless (Taylor's Version),1,And I don't know why but with you I'd dance,39,7,Fearless
Fearless (Taylor's Version),1,In a storm in my best dress,40,7,Fearless
Fearless (Taylor's Version),1,Fearless,41,7,Fearless
Fifteen (Taylor's Version),2,You take a deep breath,1,1,Fearless
Fifteen (Taylor's Version),2,And you walk through the doors,2,1,Fearless
Fifteen (Taylor's Version),2,It's the morning of your very first day,3,1,Fearless
Fifteen (Taylor's Version),2,You say hi to your friends you ain't seen in awhile,4,1,Fearless
Fifteen (Taylor's Version),2,Try and stay out of everybody's way,5,1,Fearless
Fifteen (Taylor's Version),2,It's your freshman year,6,2,Fearless
Fifteen (Taylor's Version),2,And you're gonna be here for the next four years,7,2,Fearless
Fifteen (Taylor's Version),2,In this town,8,2,Fearless
Fifteen (Taylor's Version),2,Hoping one of those senior boys,9,2,Fearless
Fifteen (Taylor's Version),2,"Will wink at you and say, ""you know I haven't seen you around, before""",10,2,Fearless
Fifteen (Taylor's Version),2,"'Cause when you're fifteen,",11,3,Fearless
Fifteen (Taylor's Version),2,Somebody tells you they love you,12,3,Fearless
Fifteen (Taylor's Version),2,You're gonna believe them,13,3,Fearless
Fifteen (Taylor's Version),2,And when you're fifteen,14,3,Fearless
Fifteen (Taylor's Version),2,Feeling like there's nothing to figure out,15,4,Fearless
Fifteen (Taylor's Version),2,Count to ten,16,5,Fearless
Fifteen (Taylor's Version),2,Take it in,17,5,Fearless
Fifteen (Taylor's Version),2,This is life before you know who you're gonna be,18,5,Fearless
Fifteen (Taylor's Version),2,At fifteen,19,5,Fearless
Fifteen (Taylor's Version),2,You sit in class next to a red-head named Abigail,20,6,Fearless
Fifteen (Taylor's Version),2,And soon enough you're best friends,21,6,Fearless
Fifteen (Taylor's Version),2,Laughing at the other girls,22,6,Fearless
Fifteen (Taylor's Version),2,Who they think they're so cool,23,6,Fearless
Fifteen (Taylor's Version),2,We'll be out of here as soon as we can,24,6,Fearless
Fifteen (Taylor's Version),2,And then you're on your very first date,25,7,Fearless
Fifteen (Taylor's Version),2,And he's got a car,26,7,Fearless
Fifteen (Taylor's Version),2,And you're feeling like flying,27,7,Fearless
Fifteen (Taylor's Version),2,And you're mama's waiting up,28,7,Fearless
Fifteen (Taylor's Version),2,And you're thinking he's the one,29,7,Fearless
Fifteen (Taylor's Version),2,And you're dancing around the room when the night ends,30,7,Fearless
Fifteen (Taylor's Version),2,When the night ends,31,7,Fearless
Fifteen (Taylor's Version),2,"'Cause when you're fifteen,",32,8,Fearless
Fifteen (Taylor's Version),2,Somebody tells you they love you,33,8,Fearless
Fifteen (Taylor's Version),2,You're gonna believe them,34,8,Fearless
Fifteen (Taylor's Version),2,And when you're fifteen,35,8,Fearless
Fifteen (Taylor's Version),2,And your first kiss makes your head spin around,36,9,Fearless
Fifteen (Taylor's Version),2,But in your life you'll do things,37,10,Fearless
Fifteen (Taylor's Version),2,Greater than dating the boy on the football team,38,10,Fearless
Fifteen (Taylor's Version),2,But I didn't know it at fifteen,39,10,Fearless
Fifteen (Taylor's Version),2,When all you wanted,40,11,Fearless
Fifteen (Taylor's Version),2,Was to be wanted,41,11,Fearless
Fifteen (Taylor's Version),2,Wish you could go back,42,11,Fearless
Fifteen (Taylor's Version),2,And tell yourself what you know now,43,11,Fearless
Fifteen (Taylor's Version),2,Back then I swore I was gonna marry him someday,44,12,Fearless
Fifteen (Taylor's Version),2,But I realized some bigger dreams of mine,45,12,Fearless
Fifteen (Taylor's Version),2,And Abigail gave everything she had,46,12,Fearless
Fifteen (Taylor's Version),2,To a boy who changed his mind,47,12,Fearless
Fifteen (Taylor's Version),2,And we both cried,48,12,Fearless
Fifteen (Taylor's Version),2,"'Cause when you're fifteen,",49,13,Fearless
Fifteen (Taylor's Version),2,Somebody tells you they love you,50,13,Fearless
Fifteen (Taylor's Version),2,You're gonna believe them,51,13,Fearless
Fifteen (Taylor's Version),2,And when you're fifteen,52,13,Fearless
Fifteen (Taylor's Version),2,Don't forget to look before you fall,53,14,Fearless
Fifteen (Taylor's Version),2,I've found time can heal most anything,54,15,Fearless
Fifteen (Taylor's Version),2,And you just might find who you're supposed to be,55,15,Fearless
Fifteen (Taylor's Version),2,I didn't know who I was supposed to be,56,15,Fearless
Fifteen (Taylor's Version),2,At fifteen,57,15,Fearless
Fifteen (Taylor's Version),2,La la la la la,58,16,Fearless
Fifteen (Taylor's Version),2,Your very first day,59,16,Fearless
Fifteen (Taylor's Version),2,Take a deep breath girl,60,16,Fearless
Fifteen (Taylor's Version),2,And take a deep breath as you walk through the doors,61,16,Fearless
Love Story (Taylor's Version),3,We were both young when I first saw you,1,1,Fearless
Love Story (Taylor's Version),3,I close my eyes and the flashback starts,2,1,Fearless
Love Story (Taylor's Version),3,I'm standin' there,3,1,Fearless
Love Story (Taylor's Version),3,On a balcony in summer air,4,1,Fearless
Love Story (Taylor's Version),3,"See the lights, see the party, the ball gowns",5,1,Fearless
Love Story (Taylor's Version),3,See you make your way through the crowd,6,1,Fearless
Love Story (Taylor's Version),3,"And say, ""Hello""",7,1,Fearless
Love Story (Taylor's Version),3,Little did I know,8,1,Fearless
Love Story (Taylor's Version),3,"That you were Romeo, you were throwin' pebbles",9,2,Fearless
Love Story (Taylor's Version),3,"And my daddy said, ""Stay away from Juliet""",10,2,Fearless
Love Story (Taylor's Version),3,And I was cryin' on the staircase,11,2,Fearless
Love Story (Taylor's Version),3,"Beggin' you, ""Please don't go,"" and I said",12,2,Fearless
Love Story (Taylor's Version),3,"Romeo, take me somewhere we can be alone",13,3,Fearless
Love Story (Taylor's Version),3,"I'll be waiting, all there's left to do is run",14,3,Fearless
Love Story (Taylor's Version),3,You'll be the prince and I'll be the princess,15,3,Fearless
Love Story (Taylor's Version),3,"It's a love story, baby, just say, ""Yes""",16,3,Fearless
Love Story (Taylor's Version),3,So I sneak out to the garden to see you,17,4,Fearless
Love Story (Taylor's Version),3,"We keep quiet, 'cause we're dead if they knew",18,4,Fearless
Love Story (Taylor's Version),3,So close your eyes,19,4,Fearless
Love Story (Taylor's Version),3,"Escape this town for a little while, oh oh",20,4,Fearless
Love Story (Taylor's Version),3,"'Cause you were Romeo, I was a scarlet letter",21,5,Fearless
Love Story (Taylor's Version),3,"And my daddy said, ""Stay away from Juliet""",22,5,Fearless
Love Story (Taylor's Version),3,But you were everything to me,23,5,Fearless
Love Story (Taylor's Version),3,"I was beggin' you, ""Please don't go,"" and I said",24,5,Fearless
Love Story (Taylor's Version),3,"Romeo, take me somewhere we can be alone",25,6,Fearless
Love Story (Taylor's Version),3,"I'll be waiting, all there's left to do is run",26,6,Fearless
Love Story (Taylor's Version),3,You'll be the prince and I'll be the princess,27,6,Fearless
Love Story (Taylor's Version),3,"It's a love story, baby, just say, ""Yes""",28,6,Fearless
Love Story (Taylor's Version),3,"Romeo, save me, they're tryna tell me how to feel",29,6,Fearless
Love Story (Taylor's Version),3,"This love is difficult, but it's real",30,6,Fearless
Love Story (Taylor's Version),3,"Don't be afraid, we'll make it out of this mess",31,6,Fearless
Love Story (Taylor's Version),3,"It's a love story, baby, just say, ""Yes""",32,6,Fearless
Love Story (Taylor's Version),3,"Oh, oh",33,6,Fearless
Love Story (Taylor's Version),3,I got tired of waiting,34,7,Fearless
Love Story (Taylor's Version),3,Wonderin' if you were ever comin' around,35,7,Fearless
Love Story (Taylor's Version),3,My faith in you was fading,36,7,Fearless
Love Story (Taylor's Version),3,"When I met you on the outskirts of town, and I said",37,7,Fearless
Love Story (Taylor's Version),3,"Romeo, save me, I've been feeling so alone",38,8,Fearless
Love Story (Taylor's Version),3,"I keep waiting for you, but you never come",39,8,Fearless
Love Story (Taylor's Version),3,Is this in my head? I don't know what to think,40,8,Fearless
Love Story (Taylor's Version),3,He knelt to the ground and pulled out a ring,41,8,Fearless
Love Story (Taylor's Version),3,"And said, ""Marry me, Juliet",42,8,Fearless
Love Story (Taylor's Version),3,You'll never have to be alone,43,8,Fearless
Love Story (Taylor's Version),3,I love you and that's all I really know,44,8,Fearless
Love Story (Taylor's Version),3,"I talked to your dad, go pick out a white dress",45,8,Fearless
Love Story (Taylor's Version),3,"It's a love story, baby, just say, ""Yes""",46,8,Fearless
Love Story (Taylor's Version),3,"Oh, oh, oh",47,8,Fearless
Love Story (Taylor's Version),3,"Oh, oh, oh, oh",48,8,Fearless
Love Story (Taylor's Version),3,'Cause we were both young when I first saw you,49,8,Fearless
Hey Stephen (Taylor's Version),4,"Hey Stephen, I know looks can be deceiving",1,1,Fearless
Hey Stephen (Taylor's Version),4,But I know I saw a light in you,2,1,Fearless
Hey Stephen (Taylor's Version),4,And as we walked we would talk,3,1,Fearless
Hey Stephen (Taylor's Version),4,And I didn't say half the things I wanted to,4,1,Fearless
Hey Stephen (Taylor's Version),4,Of all the girls tossing rocks at your window,5,1,Fearless
Hey Stephen (Taylor's Version),4,I'll be the one waiting there even when it's cold,6,1,Fearless
Hey Stephen (Taylor's Version),4,"Hey Stephen, boy you might have me believing",7,1,Fearless
Hey Stephen (Taylor's Version),4,I don't always have to be alone,8,1,Fearless
Hey Stephen (Taylor's Version),4,'Cause I can't help it if you look like an angel,9,2,Fearless
Hey Stephen (Taylor's Version),4,"Can't help it if I wanna kiss you in the rain, so",10,2,Fearless
Hey Stephen (Taylor's Version),4,Come feel this magic I've been feeling since I met you,11,2,Fearless
Hey Stephen (Taylor's Version),4,Can't help it if there's no one else,12,2,Fearless
